task_id,source,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
235,mbpp_test,0,4012,185,0,C:\Users\durgamaniryudh\Desktop\Learn\testing_evals\test\mbpp_test\235\235_gen_0.sv,xiaomi/mimo-v2-flash:free,stop,,gen-1769022595-J2tsvOLr0VjbBqg85j1d
3434,aapp_competition_test,0,4574,901,0,C:\Users\durgamaniryudh\Desktop\Learn\testing_evals\test\aapp_competition_test\3434\3434_gen_0.sv,xiaomi/mimo-v2-flash:free,stop,,gen-1769022595-7b2R1CsQwEKtMVKfwPBH
3060,aapp_competition_test,0,4862,1378,0,C:\Users\durgamaniryudh\Desktop\Learn\testing_evals\test\aapp_competition_test\3060\3060_gen_0.sv,xiaomi/mimo-v2-flash:free,stop,,gen-1769022595-AVrDzoGcGp5mAEg0CzLz
3164,aapp_competition_test,0,4311,1305,0,C:\Users\durgamaniryudh\Desktop\Learn\testing_evals\test\aapp_competition_test\3164\3164_gen_0.sv,xiaomi/mimo-v2-flash:free,stop,,gen-1769022595-jIJn4UsnIx8n3a3JEjm8
3543,aapp_competition_test,0,5260,1475,0,C:\Users\durgamaniryudh\Desktop\Learn\testing_evals\test\aapp_competition_test\3543\3543_gen_0.sv,xiaomi/mimo-v2-flash:free,stop,,gen-1769022595-PA91z7nfRcUCDhVf99iJ
3251,aapp_competition_test,0,5164,1714,0,C:\Users\durgamaniryudh\Desktop\Learn\testing_evals\test\aapp_competition_test\3251\3251_gen_0.sv,xiaomi/mimo-v2-flash:free,stop,,gen-1769022595-dcnW8IDSkmee1W6DVGya
3298,aapp_competition_test,0,4249,1613,0,C:\Users\durgamaniryudh\Desktop\Learn\testing_evals\test\aapp_competition_test\3298\3298_gen_0.sv,xiaomi/mimo-v2-flash:free,stop,,gen-1769022595-4NHOCofo1AQpz1Y5RL1O
558,mbpp_validation,0,4238,418,0,C:\Users\durgamaniryudh\Desktop\Learn\testing_evals\test\mbpp_validation\558\558_gen_0.sv,xiaomi/mimo-v2-flash:free,stop,,gen-1769022607-dwqqC5idEyumbQ6kuQSh
3016,aapp_competition_test,0,5429,2021,0,C:\Users\durgamaniryudh\Desktop\Learn\testing_evals\test\aapp_competition_test\3016\3016_gen_0.sv,xiaomi/mimo-v2-flash:free,stop,,gen-1769022595-MdTiuAj43Def0MgC0UAM
3115,aapp_competition_test,0,4943,1153,0,C:\Users\durgamaniryudh\Desktop\Learn\testing_evals\test\aapp_competition_test\3115\3115_gen_0.sv,xiaomi/mimo-v2-flash:free,stop,,gen-1769022611-rIdtw2PgCgj8b4ITtdLb
