problem,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
Prob154_fsm_ps2data,1,1093,7062,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob154_fsm_ps2data\Prob154_fsm_ps2data_gen_1.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760218230-WeI02evoepEq62hShjjc
Prob154_fsm_ps2data,2,1093,6628,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob154_fsm_ps2data\Prob154_fsm_ps2data_gen_2.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760218422-VOrZFohoej4u80B09IVK
Prob154_fsm_ps2data,0,1093,6319,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob154_fsm_ps2data\Prob154_fsm_ps2data_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760218053-XstmwN4zizxGygakKX1l
Prob154_fsm_ps2data,3,1093,5607,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob154_fsm_ps2data\Prob154_fsm_ps2data_gen_3.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760218606-seNA2fUbxepQL0srSi2k
Prob154_fsm_ps2data,4,1093,7108,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob154_fsm_ps2data\Prob154_fsm_ps2data_gen_4.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760218758-6S2Xpm8j1BSRfEzpSP8h
Prob154_fsm_ps2data,7,1093,6644,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob154_fsm_ps2data\Prob154_fsm_ps2data_gen_7.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760219163-dmo7q8j1kA42dcDatSvR
Prob154_fsm_ps2data,8,1093,4551,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob154_fsm_ps2data\Prob154_fsm_ps2data_gen_8.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760219344-d7K5MFXfRgs8ZlDmgkR5
Prob154_fsm_ps2data,5,1093,4841,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob154_fsm_ps2data\Prob154_fsm_ps2data_gen_5.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760218942-s3rqqroxkpFxMQpow72G
Prob154_fsm_ps2data,6,1093,4046,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob154_fsm_ps2data\Prob154_fsm_ps2data_gen_6.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760219056-nctQLNwcWvvWFU5Hd8QW
Prob154_fsm_ps2data,9,1093,7240,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob154_fsm_ps2data\Prob154_fsm_ps2data_gen_9.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760219474-ivQrLSYpVskLDcl0bSg9
Prob068_countbcd,0,375,3153,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760219687-sbtXr2wEsxYkUHGcxEvQ
Prob068_countbcd,1,375,3474,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_1.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760219756-D29QKsjNR5MVVCOXSVSl
Prob068_countbcd,2,375,2938,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_2.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760219835-YtJCQIWyP2tSHvUepC5z
Prob068_countbcd,4,375,3971,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_4.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760219997-yENrxesrqy4zaz3qaXNp
Prob068_countbcd,3,375,3456,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_3.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760219909-tIJfy1DrDvIcNcG9D3Ln
Prob068_countbcd,5,375,2716,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_5.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220089-IupbVIRRxowDnMJCahqI
Prob068_countbcd,6,375,5032,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_6.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220152-nE4922X6QOqDdCOJ67RQ
Prob068_countbcd,7,375,2889,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_7.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220267-wVyJacRi0r90RpNUQwkC
Prob068_countbcd,8,375,1236,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_8.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220354-8Ds4cpKYKlH4oUvGPKmz
Prob068_countbcd,9,375,3515,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob068_countbcd\Prob068_countbcd_gen_9.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220389-ow8jtyj1WkXLYXBzREEJ
Prob030_popcount255,0,298,1215,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220485-RlW9wLxZDlbRO4mFUtq4
Prob030_popcount255,2,298,2885,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_2.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220571-957Zb2i9enS6mV8wCaRZ
Prob030_popcount255,1,298,1856,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_1.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220519-buWsKkQBI7uB0qLMM3KG
Prob030_popcount255,3,298,1175,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_3.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220651-sTJWcFfbR050qWbSCG1k
Prob030_popcount255,4,298,5070,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_4.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220679-cPR85IrLMy5yzh6PF3oC
Prob030_popcount255,5,298,1198,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_5.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220806-ntF9k8Shb55VxMt8R2xj
Prob030_popcount255,7,298,1120,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_7.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220878-BNF9rOqk073LezbHj23m
Prob030_popcount255,6,298,1531,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_6.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220842-83j06qGfrPdy840UCKtk
Prob030_popcount255,8,298,767,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_8.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220908-0OQOQQio8ej5Qs4xfbno
Prob030_popcount255,9,298,971,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob030_popcount255\Prob030_popcount255_gen_9.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220930-4bB2vGa7JZnvNJ99anWm
Prob131_mt2015_q4,0,582,1853,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220951-Xd0HHYjQp9Dzja56FpLe
Prob131_mt2015_q4,2,582,1714,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_2.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760221052-6NZcFkstKkHGQ0efHe1R
Prob131_mt2015_q4,4,582,1400,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_4.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760221123-t37ESAJsuvP0fzp2KCMV
Prob131_mt2015_q4,3,582,1438,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_3.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760221092-xBw38G5g5hmm3Vi6PqhV
Prob131_mt2015_q4,1,582,2139,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_1.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760220996-INPGCTMwYI5krrf31oaU
Prob131_mt2015_q4,5,582,1154,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_5.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760221167-QVaVsVjuyXwWTfKjdlC8
Prob131_mt2015_q4,6,582,2270,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_6.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760221198-h2y3ktuGJaOyHi1SWjER
Prob131_mt2015_q4,7,582,1292,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_7.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760221256-uUL5funqblOpVrf8qEH1
Prob131_mt2015_q4,9,582,2462,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_9.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760221315-HgTrZP7YD6tDhxmpGEtm
Prob131_mt2015_q4,8,582,810,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob131_mt2015_q4\Prob131_mt2015_q4_gen_8.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1760221294-Jk6wtTHMSa5k5dSebkPR
