task_id,source,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
397,mbpp_test,0,363,1637,0,D:\PythonProjects\llm_eval\test\mbpp_test\397\397_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625141-R9Fs4BAw4KR7PW1Qx0SL
556,mbpp_validation,0,422,1746,0,D:\PythonProjects\llm_eval\test\mbpp_validation\556\556_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625141-JUjtZuSXZtQuPWUK7nOW
170,mbpp_test,0,482,1787,0,D:\PythonProjects\llm_eval\test\mbpp_test\170\170_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625141-GMNVWqqSVlBgnFsc8ZrS
396,mbpp_test,0,326,546,0,D:\PythonProjects\llm_eval\test\mbpp_test\396\396_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625216-laGoCCzl8n9wFINqURSl
50,human_eval_test,0,440,2505,0,D:\PythonProjects\llm_eval\test\human_eval_test\50\50_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625141-VniIHKsz4nWSKeIr3tld
274,mbpp_test,0,318,836,0,D:\PythonProjects\llm_eval\test\mbpp_test\274\274_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625213-EGxAfRzA9G85DVCFIJ40
273,mbpp_test,0,352,2528,0,D:\PythonProjects\llm_eval\test\mbpp_test\273\273_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625141-a8HV72Ptzyx5sLx7yLdV
172,mbpp_test,0,406,3779,0,D:\PythonProjects\llm_eval\test\mbpp_test\172\172_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625141-Y8zKvYBRpuLQoBnMghFx
102,human_eval_test,0,358,1563,0,D:\PythonProjects\llm_eval\test\human_eval_test\102\102_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625259-wCGPUBwHyWN66hLNWTyi
76,human_eval_test,0,507,5977,0,D:\PythonProjects\llm_eval\test\human_eval_test\76\76_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625141-M4iUlrwwpVpfr2kYDLlL
223,mbpp_test,0,429,3473,0,D:\PythonProjects\llm_eval\test\mbpp_test\223\223_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625268-FMoKGF6oK2JsaFKwvQrP
278,mbpp_test,0,361,3572,0,D:\PythonProjects\llm_eval\test\mbpp_test\278\278_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625303-Lk9sfS2TTFOli9kHo7HQ
147,human_eval_test,0,432,7778,0,D:\PythonProjects\llm_eval\test\human_eval_test\147\147_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625141-2ARSNrCdYywrQIVWsp4g
559,mbpp_validation,0,533,6392,0,D:\PythonProjects\llm_eval\test\mbpp_validation\559\559_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625243-cfNWTOc78l0NprwvufgP
393,mbpp_test,0,494,4277,0,D:\PythonProjects\llm_eval\test\mbpp_test\393\393_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625325-Hl7ZU0dbjJSFZRHwH4zm
148,human_eval_test,0,593,8769,0,D:\PythonProjects\llm_eval\test\human_eval_test\148\148_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625171-Rpxjlfu5w8Ox5GwThEJ0
279,mbpp_test,0,322,921,0,D:\PythonProjects\llm_eval\test\mbpp_test\279\279_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625532-7tkHiZzm4CBG9e4wMx9z
777,mbpp_train,0,493,10626,0,D:\PythonProjects\llm_eval\test\mbpp_train\777\777_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625141-2PMbgILF2podoiwFbZoZ
222,mbpp_test,0,332,2485,0,D:\PythonProjects\llm_eval\test\mbpp_test\222\222_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625483-cTvLpxMkzI2fdvHy2el6
122,human_eval_test,0,495,8919,0,D:\PythonProjects\llm_eval\test\human_eval_test\122\122_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625252-7007HpMhKhA16ra0GmQg
153,human_eval_test,0,540,4853,0,D:\PythonProjects\llm_eval\test\human_eval_test\153\153_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625472-hMSOH6mIwITQwYVt2kZ9
778,mbpp_train,0,562,11153,0,D:\PythonProjects\llm_eval\test\mbpp_train\778\778_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625227-oxeQVYfqC2DJitol63U5
782,mbpp_train,0,379,3695,0,D:\PythonProjects\llm_eval\test\mbpp_train\782\782_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625585-aCzrPpwiYOOMtFqxmos8
70,human_eval_test,0,582,6498,0,D:\PythonProjects\llm_eval\test\human_eval_test\70\70_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625469-e8vmg8emYMc7NVo7CiOL
404,mbpp_test,0,327,389,0,D:\PythonProjects\llm_eval\test\mbpp_test\404\404_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625741-KUdJBCx6vNzhNWTKG8LD
564,mbpp_validation,0,457,7386,0,D:\PythonProjects\llm_eval\test\mbpp_validation\564\564_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625439-DbyRLWKqZFCPKNBeEJ11
24,human_eval_test,0,513,3208,0,D:\PythonProjects\llm_eval\test\human_eval_test\24\24_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625636-AF0huqnUzaFPzWUoZpwF
781,mbpp_train,0,367,8834,0,D:\PythonProjects\llm_eval\test\mbpp_train\781\781_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625410-BBbiYR2XPQDYIvJv4vzn
249,mbpp_test,0,483,2153,0,D:\PythonProjects\llm_eval\test\mbpp_test\249\249_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625734-vHr62PFuse6k8eRuCtBK
227,mbpp_test,0,345,734,0,D:\PythonProjects\llm_eval\test\mbpp_test\227\227_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625787-L0FMieHYXW43s14CT2l6
775,mbpp_train,0,386,1746,0,D:\PythonProjects\llm_eval\test\mbpp_train\775\775_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625749-RmaVZyd9cvaNf8UJ33i0
226,mbpp_test,0,430,3577,0,D:\PythonProjects\llm_eval\test\mbpp_test\226\226_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625708-divCrD7dcEeqHUYHMmHt
780,mbpp_train,0,652,1173,0,D:\PythonProjects\llm_eval\test\mbpp_train\780\780_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625825-zqZePqdZEoeayxYLchBG
94,human_eval_test,0,507,6571,0,D:\PythonProjects\llm_eval\test\human_eval_test\94\94_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625603-SszaunrU9akGc3M0ECZj
568,mbpp_validation,0,415,3431,0,D:\PythonProjects\llm_eval\test\mbpp_validation\568\568_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625755-rBrmALGGBJPfw1bSO9WV
234,mbpp_test,0,332,1199,0,D:\PythonProjects\llm_eval\test\mbpp_test\234\234_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625894-coKatOeKPH6vkHXb16qQ
265,mbpp_test,0,511,4515,0,D:\PythonProjects\llm_eval\test\mbpp_test\265\265_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625812-guZh6ybOwpUUMW4VqQMQ
406,mbpp_test,0,355,859,0,D:\PythonProjects\llm_eval\test\mbpp_test\406\406_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625986-Jrkkfxsuvh2G7nqvwlxr
392,mbpp_test,0,595,12105,0,D:\PythonProjects\llm_eval\test\mbpp_test\392\392_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625556-SE8g6glSI68ykauN8o93
96,human_eval_test,0,453,6055,0,D:\PythonProjects\llm_eval\test\human_eval_test\96\96_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625868-l4qw0bq9OEd9o87lopqN
149,human_eval_test,0,470,9044,0,D:\PythonProjects\llm_eval\test\human_eval_test\149\149_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625760-Vjyz9svicv4fwuuBZoR5
398,mbpp_test,0,468,8339,0,D:\PythonProjects\llm_eval\test\mbpp_test\398\398_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625814-IlRLRQXAgaeh0wh5bGBU
565,mbpp_validation,0,407,2079,0,D:\PythonProjects\llm_eval\test\mbpp_validation\565\565_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626097-FIEJ3ltQiy8upYMY0uSf
566,mbpp_validation,0,472,8031,0,D:\PythonProjects\llm_eval\test\mbpp_validation\566\566_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625850-gPSZV9L2O3KowS0GadHH
563,mbpp_validation,0,586,13726,0,D:\PythonProjects\llm_eval\test\mbpp_validation\563\563_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625595-d1uU0zln7WMspDHXjyWi
272,mbpp_test,0,364,674,0,D:\PythonProjects\llm_eval\test\mbpp_test\272\272_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626182-ZnVDLfL83CHwt0usi4RA
786,mbpp_train,0,422,4172,0,D:\PythonProjects\llm_eval\test\mbpp_train\786\786_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626024-Lj2dlJVIUahZ9EkqaQKc
567,mbpp_validation,0,396,924,0,D:\PythonProjects\llm_eval\test\mbpp_validation\567\567_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626210-IL5l2hldvDkwOoAEHuuU
77,human_eval_test,0,448,5033,0,D:\PythonProjects\llm_eval\test\human_eval_test\77\77_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626068-txbHurXDCPv1ks9GSURK
390,mbpp_test,0,416,2037,0,D:\PythonProjects\llm_eval\test\mbpp_test\390\390_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626195-cqCAdtGewGoh8UKPusS6
235,mbpp_test,0,320,1617,0,D:\PythonProjects\llm_eval\test\mbpp_test\235\235_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626256-n8PEclwAPt3ayEf1LFPF
276,mbpp_test,0,601,10217,0,D:\PythonProjects\llm_eval\test\mbpp_test\276\276_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625948-gV0QzrXPtJLVlPAA7cgV
281,mbpp_test,0,397,2151,0,D:\PythonProjects\llm_eval\test\mbpp_test\281\281_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626268-w44NnIieD2CIPqeNrsbm
784,mbpp_train,0,553,4246,0,D:\PythonProjects\llm_eval\test\mbpp_train\784\784_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626196-5VhaP7gL7iIaG2DTGhj1
788,mbpp_train,0,394,542,0,D:\PythonProjects\llm_eval\test\mbpp_train\788\788_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626338-ZEjMCXDv2DWVUquUmMKF
405,mbpp_test,0,369,1825,0,D:\PythonProjects\llm_eval\test\mbpp_test\405\405_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626313-J3ypkqsl9m1M1JTCdJpS
129,human_eval_test,0,575,12768,0,D:\PythonProjects\llm_eval\test\human_eval_test\129\129_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762625878-PMMegn58tRpkMja66dTG
43,human_eval_test,0,525,6480,0,D:\PythonProjects\llm_eval\test\human_eval_test\43\43_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626135-FBcTi5FV3g0zKGXab7Za
284,mbpp_test,0,369,532,0,D:\PythonProjects\llm_eval\test\mbpp_test\284\284_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626392-Hku49vVFJXxQum2xOuTO
230,mbpp_test,0,391,1143,0,D:\PythonProjects\llm_eval\test\mbpp_test\230\230_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626387-KqRijtqDhmIJhS2i3Bew
401,mbpp_test,0,463,1739,0,D:\PythonProjects\llm_eval\test\mbpp_test\401\401_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762626393-hd0NXplJP1qpCvq1f5x2
