task_id,source,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
396,mbpp_test,0,326,628,0,D:\PythonProjects\llm_eval\test\mbpp_test\396\396_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629113-CCygvLFWsS6z7NycJBLE
397,mbpp_test,0,363,1742,0,D:\PythonProjects\llm_eval\test\mbpp_test\397\397_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629113-x5PZ4CEe3DPz0LbOqazI
274,mbpp_test,0,318,1881,0,D:\PythonProjects\llm_eval\test\mbpp_test\274\274_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629113-4kK2vkBiaoDt0IKMuvrK
170,mbpp_test,0,482,3096,0,D:\PythonProjects\llm_eval\test\mbpp_test\170\170_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629113-y6JkrEUzZ6EBjvKQBtgK
172,mbpp_test,0,406,3378,0,D:\PythonProjects\llm_eval\test\mbpp_test\172\172_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629113-vUVhnErBpie6dT5NwQMM
273,mbpp_test,0,352,2947,0,D:\PythonProjects\llm_eval\test\mbpp_test\273\273_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629113-3ak5aGpbEtLGDY0ZUQMT
147,human_eval_test,0,432,4117,0,D:\PythonProjects\llm_eval\test\human_eval_test\147\147_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629113-UPvmwwwArAdI5SEaSHQm
55,human_eval_test,0,447,4376,0,D:\PythonProjects\llm_eval\test\human_eval_test\55\55_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629113-wscmZXhEIz138swSLd06
122,human_eval_test,0,495,5397,0,D:\PythonProjects\llm_eval\test\human_eval_test\122\122_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629137-VztG4wwADmWFkJYPIyn0
278,mbpp_test,0,361,3696,0,D:\PythonProjects\llm_eval\test\mbpp_test\278\278_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629220-opJL95dKIKQG5TUNyflM
222,mbpp_test,0,332,1543,0,D:\PythonProjects\llm_eval\test\mbpp_test\222\222_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629269-JMclbBXczYskUJpEEvkN
148,human_eval_test,0,593,7082,0,D:\PythonProjects\llm_eval\test\human_eval_test\148\148_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629113-Sa6lBR88nM0gKTQYh2DJ
279,mbpp_test,0,322,850,0,D:\PythonProjects\llm_eval\test\mbpp_test\279\279_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629334-h9e0Ny6wbHn9nT0G7Dxz
29,human_eval_test,0,543,6564,0,D:\PythonProjects\llm_eval\test\human_eval_test\29\29_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629113-2QvUNSa9w6NopMhJVtOh
108,human_eval_test,0,398,5838,0,D:\PythonProjects\llm_eval\test\human_eval_test\108\108_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629174-goziiAEYOzTQLguCiDq3
161,human_eval_test,0,473,4505,0,D:\PythonProjects\llm_eval\test\human_eval_test\161\161_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629259-ZXqGQtuF8keQJSLYSAjH
404,mbpp_test,0,327,337,0,D:\PythonProjects\llm_eval\test\mbpp_test\404\404_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629416-EVjhk3YvQIiC6v7X0eZH
223,mbpp_test,0,429,7280,0,D:\PythonProjects\llm_eval\test\mbpp_test\223\223_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629181-rsR39l2JIW4nGHAaDaPA
393,mbpp_test,0,494,6564,0,D:\PythonProjects\llm_eval\test\mbpp_test\393\393_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629228-4dTqDPZCjHToPGz1nW5k
227,mbpp_test,0,345,987,0,D:\PythonProjects\llm_eval\test\mbpp_test\227\227_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629448-u21FkCmnIVloSljmEkTy
56,human_eval_test,0,383,3537,0,D:\PythonProjects\llm_eval\test\human_eval_test\56\56_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629352-ouukfG3wpUoQNQlRax28
226,mbpp_test,0,430,4626,0,D:\PythonProjects\llm_eval\test\mbpp_test\226\226_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629368-Tri6gbWzqLpXI2NXuxQx
249,mbpp_test,0,483,4765,0,D:\PythonProjects\llm_eval\test\mbpp_test\249\249_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629383-PDA8wKLypS0KinXMnCe1
3,human_eval_test,0,516,5039,0,D:\PythonProjects\llm_eval\test\human_eval_test\3\3_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629434-Mzy5qPjk2wgzqmj3kVo2
234,mbpp_test,0,332,857,0,D:\PythonProjects\llm_eval\test\mbpp_test\234\234_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629589-6neKrrROg4ah7MmeRcst
30,human_eval_test,0,387,2347,0,D:\PythonProjects\llm_eval\test\human_eval_test\30\30_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629567-TU8AO4nOn3Vy69YkDe7N
392,mbpp_test,0,595,7670,0,D:\PythonProjects\llm_eval\test\mbpp_test\392\392_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629341-g6jQO764VLOfler5a3f9
265,mbpp_test,0,511,4925,0,D:\PythonProjects\llm_eval\test\mbpp_test\265\265_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629454-WrUdKyELJpKBqKs5iqLt
70,human_eval_test,0,582,10712,0,D:\PythonProjects\llm_eval\test\human_eval_test\70\70_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629247-uCczQ9XnENjNCjxp4VVB
149,human_eval_test,0,470,6535,0,D:\PythonProjects\llm_eval\test\human_eval_test\149\149_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629425-jfDDdIvPM5eRb0OvDVgy
406,mbpp_test,0,355,2406,0,D:\PythonProjects\llm_eval\test\mbpp_test\406\406_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629625-2Iu8d8vwfW2ujcOXVUf6
272,mbpp_test,0,364,1151,0,D:\PythonProjects\llm_eval\test\mbpp_test\272\272_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629689-nUIWYbtLt8NYQAaQEg8z
398,mbpp_test,0,468,6993,0,D:\PythonProjects\llm_eval\test\mbpp_test\398\398_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629482-EM6NXFs2IPxGfZ5QwQie
43,human_eval_test,0,525,3064,0,D:\PythonProjects\llm_eval\test\human_eval_test\43\43_gen_0.sv,tngtech/deepseek-r1t2-chimera:free,stop,,gen-1762629652-nW45HA83w1UyRIXdwP0Z
