problem,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
Prob132_always_if2,0,395,171,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob132_always_if2\Prob132_always_if2_gen_0.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259022-AhSBJUUbeekvHdrNHwAb
Prob132_always_if2,1,395,171,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob132_always_if2\Prob132_always_if2_gen_1.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259026-0EpdRfF9lfdF9zRsbMD5
Prob132_always_if2,4,395,171,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob132_always_if2\Prob132_always_if2_gen_4.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259036-OyLpV2kyZl13mAgyZMiw
Prob132_always_if2,3,395,171,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob132_always_if2\Prob132_always_if2_gen_3.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259032-Gw1a824Vd9iQmArJJZGE
Prob132_always_if2,5,395,171,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob132_always_if2\Prob132_always_if2_gen_5.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259039-2FNSTyCKp2dD32guBmPO
Prob132_always_if2,2,395,171,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob132_always_if2\Prob132_always_if2_gen_2.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259029-Rn6ywxM1hPNSFqpz0K8T
Prob132_always_if2,7,395,171,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob132_always_if2\Prob132_always_if2_gen_7.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259046-9gcRC43fz06wXKsU3dnZ
Prob132_always_if2,6,395,171,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob132_always_if2\Prob132_always_if2_gen_6.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259043-5OLkrWKrvqU2f3ySvSOu
Prob132_always_if2,8,395,171,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob132_always_if2\Prob132_always_if2_gen_8.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259049-pYttkERjhT0sROxwXyQk
Prob132_always_if2,9,395,171,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob132_always_if2\Prob132_always_if2_gen_9.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259053-eSs32wOYa4WpkYFF0ehI
