problem,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
Prob056_ece241_2013_q7,2,390,137,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_2.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259532-ckaC9315HNjxGqNvVtvA
Prob056_ece241_2013_q7,0,390,137,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_0.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259526-A15tTgQg1KV5DB3aSf4P
Prob056_ece241_2013_q7,1,390,140,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_1.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259529-4wsynfLN0ZiEFIuvIHgD
Prob056_ece241_2013_q7,3,390,137,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_3.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259536-NwFpeNCkULOxqUx8dg36
Prob056_ece241_2013_q7,4,390,137,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_4.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259539-ZnVkEHLBugzQKVXWt3fU
Prob056_ece241_2013_q7,5,390,137,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_5.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259542-Vt0gPLy4j8mhod3Rzy3v
Prob056_ece241_2013_q7,6,390,140,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_6.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259546-6ZWSJkW8m5ommPR2bMZs
Prob056_ece241_2013_q7,9,390,137,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_9.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259555-ietIHpwuMYQVc5AnQ46d
Prob056_ece241_2013_q7,7,390,137,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_7.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259549-WxIkFe5eLrbY5MUIJxcS
Prob056_ece241_2013_q7,8,390,137,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_8.sv,anthropic/claude-sonnet-4.5,stop,,gen-1760259552-ATarQ5YiuDME5EXjR0o7
